country,parameter,mode,powertrain,year,unit,value
Switzerland,EV stock,Cars,FCEV,2015,Vehicles,10
Turkiye,EV stock,Buses,BEV,2022,Vehicles,10
USA,EV stock,Vans,BEV,2010,Vehicles,10
United Kingdom,EV stock,Buses,FCEV,2018,Vehicles,10
Belgium,EV stock,Cars,PHEV,2010,Vehicles,9
Canada,EV stock,Vans,FCEV,2015,Vehicles,9
Canada,EV stock,Vans,FCEV,2016,Vehicles,9
Canada,EV stock,Vans,FCEV,2017,Vehicles,9
Canada,EV stock,Vans,FCEV,2018,Vehicles,9
Canada,EV stock,Vans,FCEV,2019,Vehicles,9
Denmark,EV stock,Vans,PHEV,2012,Vehicles,9
Denmark,EV stock,Trucks,BEV,2010,Vehicles,9
Finland,EV stock,Trucks,BEV,2021,Vehicles,9
Iceland,EV stock,Cars,PHEV,2012,Vehicles,9
Netherlands,EV stock,Trucks,FCEV,2020,Vehicles,9
Portugal,EV stock,Vans,PHEV,2022,Vehicles,9
Portugal,EV stock,Vans,PHEV,2023,Vehicles,9
Korea,EV stock,Buses,BEV,2011,Vehicles,9
Spain,EV stock,Cars,FCEV,2020,Vehicles,9
Sweden,EV stock,Vans,BEV,2011,Vehicles,9
Switzerland,EV stock,Vans,PHEV,2020,Vehicles,9
Africa,EV stock,Trucks,BEV,2023,Vehicles,8
Belgium,EV stock,Cars,FCEV,2015,Vehicles,8
Denmark,EV stock,Buses,BEV,2018,Vehicles,8
Denmark,EV stock,Trucks,BEV,2016,Vehicles,8
Denmark,EV stock,Trucks,BEV,2017,Vehicles,8
Denmark,EV stock,Trucks,BEV,2018,Vehicles,8
Indonesia,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,8
Poland,EV stock,Vans,PHEV,2020,Vehicles,8
Spain,EV stock,Vans,PHEV,2019,Vehicles,8
Spain,EV stock,Vans,PHEV,2020,Vehicles,8
Spain,EV stock,Cars,PHEV,2011,Vehicles,8
Sweden,EV stock,Buses,BEV,2013,Vehicles,8
Sweden,EV stock,Trucks,PHEV,2022,Vehicles,8
Belgium,EV stock,Buses,BEV,2014,Vehicles,7
Belgium,EV stock,Buses,BEV,2015,Vehicles,7
Belgium,EV stock,Buses,BEV,2016,Vehicles,7
Belgium,EV stock,Vans,PHEV,2018,Vehicles,7
Denmark,EV stock,2 and 3 wheelers,FCEV,2016,Vehicles,7
Finland,EV stock,Trucks,BEV,2020,Vehicles,7
India,EV stock,Cars,PHEV,2019,Vehicles,7
Mexico,EV stock,Cars,PHEV,2015,Vehicles,7
Netherlands,EV stock,Buses,FCEV,2019,Vehicles,7
New Zealand,EV stock,Cars,PHEV,2012,Vehicles,7
Portugal,EV stock,Vans,PHEV,2021,Vehicles,7
South Africa,EV stock,Trucks,BEV,2023,Vehicles,7
Sweden,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,7
Sweden,EV stock,Vans,PHEV,2015,Vehicles,7
Sweden,EV stock,Vans,PHEV,2016,Vehicles,7
Sweden,EV stock,Vans,PHEV,2017,Vehicles,7
Sweden,EV stock,Cars,FCEV,2016,Vehicles,7
Sweden,EV stock,Trucks,PHEV,2023,Vehicles,7
Sweden,EV stock,Trucks,PHEV,2024,Vehicles,7
Switzerland,EV stock,Buses,BEV,2017,Vehicles,7
Austria,EV stock,Cars,FCEV,2015,Vehicles,6
Belgium,EV stock,Buses,FCEV,2022,Vehicles,6
Canada,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,6
Chile,EV stock,Cars,BEV,2011,Vehicles,6
Denmark,EV stock,Buses,BEV,2016,Vehicles,6
Denmark,EV stock,Buses,BEV,2017,Vehicles,6
Denmark,EV stock,Vans,BEV,2010,Vehicles,6
Israel,EV stock,Cars,BEV,2010,Vehicles,6
Japan,EV stock,Trucks,FCEV,2024,Vehicles,6
Netherlands,EV stock,Buses,FCEV,2017,Vehicles,6
Netherlands,EV stock,Buses,FCEV,2018,Vehicles,6
New Zealand,EV stock,Vans,FCEV,2021,Vehicles,6
New Zealand,EV stock,Vans,FCEV,2022,Vehicles,6
New Zealand,EV stock,Cars,FCEV,2021,Vehicles,6
Poland,EV stock,Vans,PHEV,2023,Vehicles,6
Poland,EV stock,Vans,PHEV,2024,Vehicles,6
South Africa,EV stock,Vans,BEV,2022,Vehicles,6
Spain,EV stock,Buses,FCEV,2022,Vehicles,6
Sweden,EV stock,Buses,BEV,2012,Vehicles,6
Canada,EV stock,Vans,PHEV,2015,Vehicles,5
Canada,EV stock,Vans,PHEV,2016,Vehicles,5
Canada,EV stock,Vans,PHEV,2017,Vehicles,5
Canada,EV stock,Vans,PHEV,2018,Vehicles,5
Canada,EV stock,Vans,PHEV,2019,Vehicles,5
Canada,EV stock,Cars,FCEV,2010,Vehicles,5
Canada,EV stock,Cars,FCEV,2011,Vehicles,5
Canada,EV stock,Cars,FCEV,2012,Vehicles,5
Canada,EV stock,Cars,FCEV,2013,Vehicles,5
Canada,EV stock,Cars,FCEV,2014,Vehicles,5
Canada,EV stock,Cars,FCEV,2015,Vehicles,5
Canada,EV stock,Cars,FCEV,2016,Vehicles,5
Canada,EV stock,Cars,FCEV,2017,Vehicles,5
Canada,EV stock,Cars,FCEV,2018,Vehicles,5
Canada,EV stock,Trucks,BEV,2012,Vehicles,5
Canada,EV stock,Trucks,FCEV,2023,Vehicles,5
France,EV stock,Trucks,FCEV,2023,Vehicles,5
Germany,EV stock,2 and 3 wheelers,PHEV,2022,Vehicles,5
Germany,EV stock,2 and 3 wheelers,PHEV,2023,Vehicles,5
Germany,EV stock,2 and 3 wheelers,PHEV,2024,Vehicles,5
Indonesia,EV stock,Trucks,BEV,2021,Vehicles,5
Israel,EV stock,Buses,BEV,2016,Vehicles,5
Japan,EV stock,Trucks,BEV,2018,Vehicles,5
Netherlands,EV stock,Buses,FCEV,2020,Vehicles,5
Netherlands,EV stock,Vans,FCEV,2016,Vehicles,5
Netherlands,EV stock,Vans,FCEV,2018,Vehicles,5
Netherlands,EV stock,Vans,FCEV,2019,Vehicles,5
Netherlands,EV stock,Trucks,FCEV,2015,Vehicles,5
Netherlands,EV stock,Trucks,FCEV,2019,Vehicles,5
New Zealand,EV stock,Cars,FCEV,2020,Vehicles,5
Norway,EV stock,Buses,FCEV,2020,Vehicles,5
Norway,EV stock,Vans,BEV,2012,Vehicles,5
Norway,EV stock,Vans,BEV,2013,Vehicles,5
Norway,EV stock,Trucks,PHEV,2022,Vehicles,5
Poland,EV stock,Vans,PHEV,2022,Vehicles,5
Korea,EV stock,Buses,BEV,2010,Vehicles,5
Spain,EV stock,Trucks,BEV,2019,Vehicles,5
Sweden,EV stock,Buses,PHEV,2015,Vehicles,5
Switzerland,EV stock,Buses,BEV,2016,Vehicles,5
United Kingdom,EV stock,Vans,FCEV,2021,Vehicles,5
United Kingdom,EV stock,Vans,FCEV,2022,Vehicles,5
Canada,EV stock,Trucks,BEV,2020,Vehicles,4.8
Belgium,EV stock,Vans,PHEV,2017,Vehicles,4
Brazil,EV stock,Vans,BEV,2018,Vehicles,4
Colombia,EV stock,Cars,PHEV,2015,Vehicles,4
Denmark,EV stock,2 and 3 wheelers,FCEV,2015,Vehicles,4
Denmark,EV stock,2 and 3 wheelers,FCEV,2024,Vehicles,4
Denmark,EV stock,Buses,BEV,2013,Vehicles,4
Denmark,EV stock,Buses,BEV,2014,Vehicles,4
Denmark,EV stock,Buses,BEV,2015,Vehicles,4
Denmark,EV stock,Buses,FCEV,2021,Vehicles,4
Denmark,EV stock,Buses,FCEV,2022,Vehicles,4
France,EV stock,Buses,FCEV,2021,Vehicles,4
Germany,EV stock,Vans,PHEV,2015,Vehicles,4
Germany,EV stock,Vans,PHEV,2016,Vehicles,4
Germany,EV stock,Vans,PHEV,2017,Vehicles,4
Germany,EV stock,Vans,PHEV,2018,Vehicles,4
Germany,EV stock,Vans,PHEV,2019,Vehicles,4
Germany,EV stock,Trucks,PHEV,2023,Vehicles,4
Germany,EV stock,Trucks,PHEV,2024,Vehicles,4
Iceland,EV stock,Cars,FCEV,2015,Vehicles,4
Netherlands,EV stock,Vans,FCEV,2015,Vehicles,4
Norway,EV stock,Cars,FCEV,2014,Vehicles,4
Poland,EV stock,Vans,PHEV,2021,Vehicles,4
Russia,EV stock,Vans,BEV,2017,Vehicles,4
Sweden,EV stock,Vans,PHEV,2019,Vehicles,4
Sweden,EV stock,Cars,BEV,2010,Vehicles,4
Sweden,EV stock,Cars,FCEV,2015,Vehicles,4
Sweden,EV stock,Trucks,BEV,2018,Vehicles,4
Switzerland,EV stock,Buses,FCEV,2016,Vehicles,4
Thailand,EV stock,Cars,BEV,2010,Vehicles,4
United Kingdom,EV stock,Vans,FCEV,2010,Vehicles,4
United Kingdom,EV stock,Vans,FCEV,2011,Vehicles,4
United Kingdom,EV stock,Vans,FCEV,2012,Vehicles,4
United Kingdom,EV stock,Vans,FCEV,2013,Vehicles,4
United Kingdom,EV stock,Vans,FCEV,2014,Vehicles,4
United Kingdom,EV stock,Vans,FCEV,2015,Vehicles,4
United Kingdom,EV stock,Vans,FCEV,2017,Vehicles,4
United Kingdom,EV stock,Vans,FCEV,2019,Vehicles,4
United Kingdom,EV stock,Vans,FCEV,2020,Vehicles,4
United Kingdom,EV stock,Vans,PHEV,2014,Vehicles,4
Africa,EV stock,Cars,FCEV,2022,Vehicles,3
Africa,EV stock,Cars,FCEV,2023,Vehicles,3
Africa,EV stock,Cars,FCEV,2024,Vehicles,3
Austria,EV stock,Cars,FCEV,2014,Vehicles,3
Belgium,EV stock,Buses,BEV,2010,Vehicles,3
Belgium,EV stock,Buses,BEV,2011,Vehicles,3
Belgium,EV stock,Buses,BEV,2012,Vehicles,3
Belgium,EV stock,Buses,BEV,2013,Vehicles,3
Belgium,EV stock,Buses,FCEV,2021,Vehicles,3
Brazil,EV stock,Cars,FCEV,2022,Vehicles,3
Brazil,EV stock,Cars,FCEV,2023,Vehicles,3
Brazil,EV stock,Cars,FCEV,2024,Vehicles,3
China,EV stock,Vans,FCEV,2021,Vehicles,3
Denmark,EV stock,Buses,FCEV,2020,Vehicles,3
Denmark,EV stock,Buses,FCEV,2023,Vehicles,3
Denmark,EV stock,Buses,FCEV,2024,Vehicles,3
Denmark,EV stock,Vans,FCEV,2021,Vehicles,3
Denmark,EV stock,Trucks,FCEV,2023,Vehicles,3
Denmark,EV stock,Trucks,FCEV,2024,Vehicles,3
France,EV stock,Buses,FCEV,2020,Vehicles,3
France,EV stock,Buses,PHEV,2023,Vehicles,3
France,EV stock,Buses,PHEV,2024,Vehicles,3
Greece,EV stock,Cars,BEV,2013,Vehicles,3
Iceland,EV stock,Cars,FCEV,2014,Vehicles,3
Iceland,EV stock,Cars,FCEV,2016,Vehicles,3
India,EV stock,Cars,FCEV,2022,Vehicles,3
India,EV stock,Cars,FCEV,2023,Vehicles,3
India,EV stock,Cars,FCEV,2024,Vehicles,3
Israel,EV stock,Buses,FCEV,2010,Vehicles,3
Malaysia,EV stock,Buses,FCEV,2019,Vehicles,3
Malaysia,EV stock,Buses,FCEV,2020,Vehicles,3
Malaysia,EV stock,Cars,FCEV,2023,Vehicles,3
Malaysia,EV stock,Cars,FCEV,2024,Vehicles,3
Mexico,EV stock,Cars,BEV,2011,Vehicles,3
Netherlands,EV stock,Buses,FCEV,2016,Vehicles,3
Netherlands,EV stock,Vans,FCEV,2017,Vehicles,3
Norway,EV stock,Cars,PHEV,2011,Vehicles,3
Norway,EV stock,Trucks,FCEV,2024,Vehicles,3
Poland,EV stock,Vans,PHEV,2019,Vehicles,3
Portugal,EV stock,Buses,FCEV,2022,Vehicles,3
Portugal,EV stock,Cars,FCEV,2021,Vehicles,3
Portugal,EV stock,Cars,FCEV,2022,Vehicles,3
Portugal,EV stock,Cars,FCEV,2023,Vehicles,3
Portugal,EV stock,Cars,FCEV,2024,Vehicles,3
South Africa,EV stock,Cars,FCEV,2022,Vehicles,3
South Africa,EV stock,Cars,FCEV,2023,Vehicles,3
South Africa,EV stock,Cars,FCEV,2024,Vehicles,3
Sweden,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,3
Sweden,EV stock,Cars,FCEV,2013,Vehicles,3
Sweden,EV stock,Cars,FCEV,2014,Vehicles,3
United Kingdom,EV stock,Vans,FCEV,2016,Vehicles,3
United Kingdom,EV stock,Vans,FCEV,2018,Vehicles,3
Viet Nam,EV stock,Cars,BEV,2018,Vehicles,3
Viet Nam,EV stock,Cars,BEV,2019,Vehicles,3
Viet Nam,EV stock,Cars,BEV,2020,Vehicles,3
Netherlands,EV stock,Cars,FCEV,2014,Vehicles,2.2
Belgium,EV stock,Buses,FCEV,2020,Vehicles,2
Belgium,EV stock,Cars,FCEV,2014,Vehicles,2
Canada,EV stock,Trucks,BEV,2011,Vehicles,2
Chile,EV stock,Cars,FCEV,2022,Vehicles,2
Chile,EV stock,Cars,FCEV,2023,Vehicles,2
Chile,EV stock,Cars,FCEV,2024,Vehicles,2
Denmark,EV stock,Buses,BEV,2012,Vehicles,2
Denmark,EV stock,Vans,FCEV,2022,Vehicles,2
Denmark,EV stock,Vans,FCEV,2023,Vehicles,2
Denmark,EV stock,Vans,FCEV,2024,Vehicles,2
Finland,EV stock,Buses,PHEV,2021,Vehicles,2
Finland,EV stock,Buses,PHEV,2022,Vehicles,2
Finland,EV stock,Buses,PHEV,2023,Vehicles,2
Finland,EV stock,Cars,FCEV,2022,Vehicles,2
Finland,EV stock,Cars,FCEV,2023,Vehicles,2
Finland,EV stock,Trucks,BEV,2019,Vehicles,2
France,EV stock,Vans,FCEV,2014,Vehicles,2
Germany,EV stock,2 and 3 wheelers,PHEV,2021,Vehicles,2
Germany,EV stock,Vans,FCEV,2010,Vehicles,2
Germany,EV stock,Vans,FCEV,2011,Vehicles,2
Germany,EV stock,Vans,FCEV,2012,Vehicles,2
Germany,EV stock,Vans,FCEV,2013,Vehicles,2
Germany,EV stock,Vans,FCEV,2014,Vehicles,2
Germany,EV stock,Vans,FCEV,2015,Vehicles,2
Germany,EV stock,Vans,PHEV,2013,Vehicles,2
Germany,EV stock,Vans,PHEV,2014,Vehicles,2
Iceland,EV stock,Cars,FCEV,2017,Vehicles,2
Israel,EV stock,Vans,BEV,2020,Vehicles,2
Netherlands,EV stock,Buses,FCEV,2015,Vehicles,2
Netherlands,EV stock,Vans,PHEV,2015,Vehicles,2
Netherlands,EV stock,Vans,PHEV,2016,Vehicles,2
Netherlands,EV stock,Vans,PHEV,2017,Vehicles,2
Netherlands,EV stock,Trucks,FCEV,2016,Vehicles,2
Netherlands,EV stock,Trucks,FCEV,2017,Vehicles,2
Netherlands,EV stock,Trucks,FCEV,2018,Vehicles,2
New Zealand,EV stock,2 and 3 wheelers,FCEV,2021,Vehicles,2
New Zealand,EV stock,2 and 3 wheelers,FCEV,2022,Vehicles,2
New Zealand,EV stock,2 and 3 wheelers,FCEV,2023,Vehicles,2
New Zealand,EV stock,2 and 3 wheelers,FCEV,2024,Vehicles,2
New Zealand,EV stock,Cars,FCEV,2019,Vehicles,2
New Zealand,EV stock,Cars,PHEV,2011,Vehicles,2
Norway,EV stock,Cars,PHEV,2010,Vehicles,2
Norway,EV stock,Trucks,BEV,2017,Vehicles,2
Norway,EV stock,Trucks,BEV,2018,Vehicles,2
Norway,EV stock,Trucks,BEV,2019,Vehicles,2
Norway,EV stock,Trucks,PHEV,2021,Vehicles,2
Portugal,EV stock,Buses,FCEV,2021,Vehicles,2
Russia,EV stock,Vans,BEV,2016,Vehicles,2
South Africa,EV stock,Buses,BEV,2022,Vehicles,2
Spain,EV stock,Cars,FCEV,2019,Vehicles,2
Spain,EV stock,Trucks,FCEV,2024,Vehicles,2
Sweden,EV stock,Buses,FCEV,2021,Vehicles,2
Sweden,EV stock,Buses,FCEV,2022,Vehicles,2
Africa,EV stock,Cars,FCEV,2021,Vehicles,1
Africa,EV stock,Cars,PHEV,2014,Vehicles,1
Belgium,EV stock,Buses,FCEV,2019,Vehicles,1
Belgium,EV stock,Vans,FCEV,2021,Vehicles,1
Belgium,EV stock,Vans,FCEV,2022,Vehicles,1
Belgium,EV stock,Vans,PHEV,2016,Vehicles,1
Belgium,EV stock,Cars,FCEV,2010,Vehicles,1
Belgium,EV stock,Cars,FCEV,2011,Vehicles,1
Belgium,EV stock,Cars,FCEV,2012,Vehicles,1
Belgium,EV stock,Cars,FCEV,2013,Vehicles,1
Brazil,EV stock,Cars,FCEV,2021,Vehicles,1
Canada,EV stock,Vans,BEV,2015,Vehicles,1
Canada,EV stock,Vans,BEV,2016,Vehicles,1
Canada,EV stock,Vans,BEV,2017,Vehicles,1
Canada,EV stock,Vans,BEV,2018,Vehicles,1
Canada,EV stock,Vans,BEV,2019,Vehicles,1
Chile,EV stock,Cars,FCEV,2021,Vehicles,1
China,EV stock,Buses,FCEV,2016,Vehicles,1
China,EV stock,Trucks,FCEV,2017,Vehicles,1
Colombia,EV stock,Cars,PHEV,2013,Vehicles,1
Colombia,EV stock,Cars,PHEV,2014,Vehicles,1
Denmark,EV stock,Buses,BEV,2011,Vehicles,1
Denmark,EV stock,Vans,FCEV,2020,Vehicles,1
Finland,EV stock,Cars,FCEV,2019,Vehicles,1
Finland,EV stock,Cars,FCEV,2020,Vehicles,1
Finland,EV stock,Cars,FCEV,2021,Vehicles,1
Finland,EV stock,Cars,FCEV,2024,Vehicles,1
France,EV stock,Buses,FCEV,2022,Vehicles,1
France,EV stock,Buses,PHEV,2016,Vehicles,1
France,EV stock,Buses,PHEV,2017,Vehicles,1
France,EV stock,Buses,PHEV,2018,Vehicles,1
France,EV stock,Buses,PHEV,2019,Vehicles,1
France,EV stock,Vans,FCEV,2012,Vehicles,1
France,EV stock,Vans,FCEV,2013,Vehicles,1
India,EV stock,Cars,FCEV,2021,Vehicles,1
Indonesia,EV stock,Trucks,BEV,2024,Vehicles,1
Israel,EV stock,Cars,PHEV,2012,Vehicles,1
Malaysia,EV stock,Trucks,BEV,2024,Vehicles,1
New Zealand,EV stock,2 and 3 wheelers,PHEV,2019,Vehicles,1
New Zealand,EV stock,2 and 3 wheelers,PHEV,2020,Vehicles,1
New Zealand,EV stock,2 and 3 wheelers,PHEV,2021,Vehicles,1
New Zealand,EV stock,2 and 3 wheelers,PHEV,2022,Vehicles,1
New Zealand,EV stock,2 and 3 wheelers,PHEV,2023,Vehicles,1
New Zealand,EV stock,2 and 3 wheelers,PHEV,2024,Vehicles,1
New Zealand,EV stock,Buses,PHEV,2021,Vehicles,1
New Zealand,EV stock,Buses,PHEV,2022,Vehicles,1
New Zealand,EV stock,Buses,PHEV,2023,Vehicles,1
New Zealand,EV stock,Buses,PHEV,2024,Vehicles,1
New Zealand,EV stock,Vans,PHEV,2020,Vehicles,1
Norway,EV stock,Vans,BEV,2011,Vehicles,1
Norway,EV stock,Vans,FCEV,2020,Vehicles,1
Norway,EV stock,Vans,FCEV,2021,Vehicles,1
Norway,EV stock,Vans,FCEV,2022,Vehicles,1
Norway,EV stock,Vans,FCEV,2023,Vehicles,1
Norway,EV stock,Trucks,PHEV,2020,Vehicles,1
Norway,EV stock,Trucks,PHEV,2023,Vehicles,1
Norway,EV stock,Trucks,PHEV,2024,Vehicles,1
Portugal,EV stock,Buses,FCEV,2023,Vehicles,1
Portugal,EV stock,Buses,FCEV,2024,Vehicles,1
South Africa,EV stock,Cars,FCEV,2021,Vehicles,1
South Africa,EV stock,Cars,PHEV,2014,Vehicles,1
Spain,EV stock,Cars,FCEV,2018,Vehicles,1
Sweden,EV stock,Trucks,BEV,2017,Vehicles,1
Sweden,EV stock,Trucks,FCEV,2024,Vehicles,1
Switzerland,EV stock,Buses,PHEV,2022,Vehicles,1
Switzerland,EV stock,Buses,PHEV,2023,Vehicles,1
Switzerland,EV stock,Buses,PHEV,2024,Vehicles,1
Viet Nam,EV stock,Buses,BEV,2021,Vehicles,1
Viet Nam,EV stock,Buses,BEV,2022,Vehicles,1
